Column1;Column2;Column3
BT-X-299-02;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]/ram:ChargeIndicator/udt:Indicator";Indikator für Preiszuschlag, Wert
BT-X-300;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]/ram:CalculationPercent";Zuschlag in Prozent
BT-X-301;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]/ram:BasisAmount";Basisbetrag des Zuschlags
BT-X-302;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]/ram:ActualAmount";Zuschlag, Betrag
BT-X-314;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]/ram:ReasonCode";Grund des Zuschlags (Code)
BT-X-303;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]/ram:Reason";Grund des Zuschlags (Freitext)
BT-146-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice;Detailinformationen zum Nettopreis des Artikels
BT-146;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:ChargeAmount;Nettopreis des Artikels
BT-149;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:BasisQuantity;Basismenge zum Artikelpreis
BT-150;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:BasisQuantity/@unitCode;Code der Maßeinheit der Basismenge
BG-X-4;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:IncludedTradeTax;Enthaltene Steuer für B2C
BT-X-37;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:IncludedTradeTax/ram:CalculatedAmount;Enthaltene Steuer für B2C
BT-X-38;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:IncludedTradeTax/ram:TypeCode;Art der Steuer (Code)
BT-X-39;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:IncludedTradeTax/ram:ExemptionReason;Umsatzsteuerbefreiungsgrund
BT-X-40;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:IncludedTradeTax/ram:CategoryCode;Code der Umsatzsteuerkategorie
BT-X-41;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:IncludedTradeTax/ram:ExemptionReasonCode;Code für den Umsatzsteuerbefreiungsgrund
BT-X-42;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:NetPriceProductTradePrice/ram:IncludedTradeTax/ram:RateApplicablePercent;Kategoriespezifischer Umsatzsteuersatz
BG-X-5;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:UltimateCustomerOrderReferencedDocument;Detailangaben zur zugehörigen Endkundenbestellung
BT-X-43;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:UltimateCustomerOrderReferencedDocument/ram:IssuerAssignedID;Bestellnummer des Endkunden
BT-X-44;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:UltimateCustomerOrderReferencedDocument/ram:LineID;Bestellposition (Endkunde)
BT-X-45-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:UltimateCustomerOrderReferencedDocument/ram:FormattedIssueDateTime;Dokumentendatum
BT-X-45;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:UltimateCustomerOrderReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString;Dokumentendatum, Wert
BT-X-45-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:UltimateCustomerOrderReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString/@format;Datum, Format
BT-129-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:SpecifiedLineTradeDelivery;Gruppierung von Lieferangaben aus Positionsebene
BT-129;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity;In Rechnung gestellte Menge
BT-130;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity/@unitCode;Code der Maßeinheit der in Rechnung gestellten Menge
BT-X-46;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:SpecifiedLineTradeDelivery/ram:ChargeFreeQuantity;Menge, ohne Berechnung
BT-X-46-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:SpecifiedLineTradeDelivery/ram:ChargeFreeQuantity/@unitCode;Code der Maßeinheit
BT-X-47;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:SpecifiedLineTradeDelivery/ram:PackageQuantity;Anzahl Packstücke
BT-X-47-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:SpecifiedLineTradeDelivery/ram:PackageQuantity/@unitCode;Code der Maßeinheit
BG-X-7;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty;Detailinformationen zum abweichenden Warenempfänger
BT-X-48;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:ID;Kennung des Warenempfängers
BT-X-49;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:GlobalID;Globale Kennung des Warenempfängers
BT-X-49-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:GlobalID/@schemelD;Kennung des Schemas
BT-X-50;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:Name;Name/Firmierung des Warenempfängers
BT-X-541;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:RoleCode;Rolle (Code)
BT-X-51-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedLegalOrganization;Details zur Organisation des abweichenden Warenempfängers
BT-X-51;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedLegalOrganization/ram:ID;Kennung der rechtlichen Organisation des alternativen Warenempfängers
BT-X-51-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemelD;Kennung des Schemas
BT-X-52;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedLegalOrganization/ram:TradingBusinessName;Handelsname
BG-X-8;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Warenempfängers
BT-X-54;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:PersonName;Name des Ansprechpartners
BT-X-54-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:DepartmentName;Name der Abteilung
BT-X-315;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:TypeCode;Art des Kontakts (Code)
BT-X-55-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication;Telefonnummer der Kontaktstelle
BT-X-55;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber;Telefonnummer der Kontaktstelle, Wert
BT-X-56-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication;Faxnummer der Kontaktstelle
BT-X-56;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication/ram:CompleteNumber;Faxnummer der Kontaktstelle, Wert
BT-X-57-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication;E-Mail-Adresse der Kontaktstelle
BT-X-57;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID;E-Mail-Adresse der Kontaktstelle, Wert
BG-X-9;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Warenempfängers
BT-X-58;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:PostcodeCode;Postleitzahl
BT-X-59;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineOne;Zeile 1 der Anschrift
BT-X-60;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineTwo;Zeile 2 der Anschrift
BT-X-61;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-X-62;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CityName;Stadt
BT-X-63;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-X-64;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
BT-X-65-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:URIUniversalCommunication;Details zur elektronischen Adresse
BT-X-65;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:URIUniversalCommunication/ram:URIID;Elektronische Adresse
BT-X-65-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemelD;Kennung des Schemas
BT-X-66-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedTaxRegistration;Detailinformationen zu Steuerangaben des Warenempfängers
BT-X-66;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID;Umsatzsteueridentnummer
BT-X-66-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID/@schemelD;Art der Steuernummer
BG-X-10;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty;Detailinformationen zum abweichenden Endempfänger
BT-X-67;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:ID;Identifikation des Endempfängers
BT-X-68;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:GloballD;Globale Kennung des Endempfängers
BT-X-68-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:GlobalID/@schemelD;Kennung des Schemas
BT-X-69;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:Name;Name/Firmierung des Endempfängers
BT-X-542;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:RoleCode;Rolle (Code)
BT-X-70-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization;Details zur Organisation des abweichenden Warenempfängers
BT-X-70;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization/ram:ID;Kennung der rechtlichen Organisation des alternativen Warenempfängers
BT-X-70-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemelD;Kennung des Schemas
BT-X-71;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization/ram:TradingBusinessName;Handelsname
BG-X-11;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Endempfängers
BT-X-72;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:PersonName;Name des Ansprechpartners
BT-X-72-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:DepartmentName;Name der Abteilung
BT-X-316;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:TypeCode;Art des Kontakts (Code)
BT-X-73-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication;Telefonnummer der Kontaktstelle
BT-X-73;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber;Telefonnummer der Kontaktstelle, Wert
BT-X-74-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication;Faxnummer der Kontaktstelle
BT-X-74;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication/ram:CompleteNumber;Faxnummer der Kontaktstelle, Wert
BT-X-75-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication;E-Mail-Adresse der Kontaktstelle
BT-X-75;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID;E-Mail-Adresse der Kontaktstelle, Wert
BG-X-12;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Endempfängers
BT-X-76;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:PostcodeCode;Postleitzahl
BT-X-77;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:LineOne;Zeile 1 der Anschrift
BT-X-78;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:LineTwo;Zeile 2 der Anschrift
BT-X-79;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-X-80;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:CityName;Stadt
BT-X-81;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-X-82;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
BT-X-83-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:URIUniversalCommunication;Details zur elektronischen Adresse
BT-X-83;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:URIUniversalCommunication/ram:URIID;Elektronische Adresse
BT-X-83-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemelD;Kennung des Schemas
BT-X-84-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:SpecifiedTaxRegistration;Detailinformationen zu Steuerangaben des Endempfängers
BT-X-84;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID;Umsatzsteueridentnummer
BT-X-84-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID/@schemelD;Art der Steuernummer
BT-X-100;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Lieferanten
BT-X-101;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:LineOne;Zeile 1 der Anschrift
BT-X-102;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:LineTwo;Zeile 2 der Anschrift
BT-X-103;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-X-104;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:CityName;Stadt
BT-X-105;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-X-106;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
BG-6;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Lieferanten
BT-41;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:PersonName;Name des Ansprechpartners
BT-41-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:DepartmentName;Name der Abteilung
BT-X-317;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:TypeCode;Art des Kontakts (Code)
BT-42-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication;Telefonnummer der Kontaktstelle
BT-42;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber;Telefonnummer der Kontaktstelle, Wert
BT-X-107-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication;Faxnummer der Kontaktstelle
BT-X-107;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication/ram:CompleteNumber;Faxnummer der Kontaktstelle, Wert
BT-43-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication;E-Mail-Adresse der Kontaktstelle
BT-43;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID;E-Mail-Adresse der Kontaktstelle, Wert
BG-5;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Lieferanten
BT-38;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:PostcodeCode;Postleitzahl
BT-35;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:LineOne;Zeile 1 der Anschrift
BT-36;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:LineTwo;Zeile 2 der Anschrift
BT-162;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-37;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:CityName;Stadt
