Column1;Column2;Column3
BT-40;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-39;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
BT-41;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner
BG-5;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Warenempfängers
BT-34-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:URIUniversalCommunication;Details zur elektronischen Adresse
BT-34;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:URIUniversalCommunication/ram:URIID;Elektronische Adresse
BT-34-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemeID;Kennung des Schemas
BT-31-00;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration[ram:ID/@schemeID=""VA""]";Umsatzsteueridentnummer
BT-31;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration[ram:ID/@schemeID=""VA""]/ram:ID";Umsatzsteueridentnummer
BT-31-0;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration[ram:ID/@schemeID=""VA""]/ram:ID/@schemeID";Art der Steuernummer
BT-32-00;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration[ram:ID/@schemeID=""FC""]";Umsatzsteueridentnummer
BT-32;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration[ram:ID/@schemeID=""FC""]/ram:ID";Umsatzsteueridentnummer
BT-32-0;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:SellerTradeParty/ram:SpecifiedTaxRegistration[ram:ID/@schemeID=""FC""]/ram:ID/@schemeID";Art der Steuernummer
BG-7;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty;Detailinformationen zum Käufer
BT-46;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:ID;Kennung des Käufers
BT-46-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:GloballD;Globale Kennung des Käufers
BT-46-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:GlobalID/@schemelD;Kennung des Schemas
BT-44;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Name;Name/Firmierung des Käufers
BT-X-544;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:RoleCode;Rolle (Code)
BT-334;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:Description;Beschreibung des Käufers
BT-47-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization;Details zur Organisation des abweichenden Käufers
BT-47;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:ID;Kennung der rechtlichen Organisation des alternativen Käufers
BT-47-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemelD;Kennung des Schemas
BT-45;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:TradingBusinessName;Handelsname
BG-X-15;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Käufers
BT-X-108;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:PostcodeCode;Postleitzahl
BT-X-109;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:LineOne;Zeile 1 der Anschrift
BT-X-110;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:LineTwo;Zeile 2 der Anschrift
BT-X-111;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-X-112;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:CityName;Stadt
BT-X-113;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-X-114;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:SpecifiedLegalOrganization/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
BG-9;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Käufers
BT-56;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:PersonName;Name des Ansprechpartners
BT-56-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:DepartmentName;Name der Abteilung
BT-X-318;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:TypeCode;Art des Kontakts (Code)
BT-57-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication;Telefonnummer der Kontaktstelle
BT-57;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber;Telefonnummer der Kontaktstelle, Wert
BT-X-115-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication;Faxnummer der Kontaktstelle
BT-X-115;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication/ram:CompleteNumber;Faxnummer der Kontaktstelle, Wert
BT-58-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication;E-Mail-Adresse der Kontaktstelle
BT-58;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:BuyerTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID;E-Mail-Adresse der Kontaktstelle, Wert
BG-8;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Warenempfängers
BT-X-54;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:PersonName;Name des Ansprechpartners
BT-X-54-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:DepartmentName;Name der Abteilung
BT-X-315;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:TypeCode;Art des Kontakts (Code)
BT-X-55-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication;Telefonnummer der Kontaktstelle
BT-X-55;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber;Telefonnummer der Kontaktstelle, Wert
BT-X-56-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication;Faxnummer der Kontaktstelle
BT-X-56;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication/ram:CompleteNumber;Faxnummer der Kontaktstelle, Wert
BT-X-57-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication;E-Mail-Adresse der Kontaktstelle
BT-X-57;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeAgreement/ram:ShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID;E-Mail-Adresse der Kontaktstelle, Wert
BG-X-9;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Warenempfängers
BT-X-58;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:PostcodeCode;Postleitzahl
BT-X-59;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineOne;Zeile 1 der Anschrift
BT-X-60;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineTwo;Zeile 2 der Anschrift
BT-X-61;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-X-62;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CityName;Stadt
BT-X-63;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-X-64;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
;;
BT-X-65-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:URIUniversalCommunication;Elektronische Adresse
BT-X-65-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemeID;Kennung des Schemas
BT-X-66-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ShipToTradeParty/ram:SpecifiedTaxRegistration;Detailinformationen zu Steuerangaben
BT-X-68;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:GloballD;Globale Kennung des Warenempfängers
BT-X-69;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:Name;Name/Firmierung des Warenempfängers
BG-X-11;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Warenempfängers
BG-X-12;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:UltimateShipToTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Warenempfängers
BT-X-79;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-X-80;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CityName;Stadt
BT-X-81;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-X-82;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
BT-X-83-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:URIUniversalCommunication;Details zur elektronischen Adresse
BT-X-83;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:URIUniversalCommunication/ram:URIID;Elektronische Adresse
BT-X-83-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemeID;Kennung des Schemas
BT-X-84-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:SpecifiedTaxRegistration;Detailinformationen zu Steuerangaben des Warenempfängers
BT-X-84;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID;Umsatzsteueridentnummer
BT-X-84-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID/@schemelD;Art der Steuernummer
BG-X-10;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty;Detailinformationen zum abweichenden Endempfänger
BT-X-67;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:ID;Identifikation des Endempfängers
BT-X-68;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:GloballD;Globaler Identifier des Endempfängers
BT-X-68-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:GlobalID/@schemelD;Kennung des Schemas
BT-X-69;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:Name;Name/Firmierung des Endempfängers
BT-X-542;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:RoleCode;Rolle (Code)
BT-X-70-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization;Details zur Organisation des abweichenden Warenempfängers
BT-X-70;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization/ram:ID;Kennung der rechtlichen Organisation des alternativen Warenempfängers
BT-X-70-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemelD;Kennung des Schemas
BT-X-71;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:SpecifiedLegalOrganization/ram:TradingBusinessName;Handelsname
BG-X-11;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Warenempfängers
BT-X-72;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:PersonName;Name des Ansprechpartners
BT-X-72-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:DepartmentName;Name der Abteilung
BT-X-316;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:TypeCode;Art des Kontakts (Code)
BT-X-73-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication;Telefonnummer der Kontaktstelle
BT-X-73;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:TelephoneUniversalCommunication/ram:CompleteNumber;Telefonnummer der Kontaktstelle, Wert
BT-X-74-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication;Faxnummer der Kontaktstelle
BT-X-74;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:FaxUniversalCommunication/ram:CompleteNumber;Faxnummer der Kontaktstelle, Wert
BT-X-75-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication;E-Mail-Adresse der Kontaktstelle
BT-X-75;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact/ram:EmailURIUniversalCommunication/ram:URIID;E-Mail-Adresse der Kontaktstelle, Wert
BG-X-12;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Warenempfängers
BT-X-76;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:PostcodeCode;Postleitzahl
BT-X-77;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:LineOne;Zeile 1 der Anschrift
BT-X-78;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:LineTwo;Zeile 2 der Anschrift
BT-X-79;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:LineThree;Zeile 3 der Anschrift
BT-X-80;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:CityName;Stadt
BT-X-81;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:CountryID;Ländercode
BT-X-82;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress/ram:CountrySubDivisionName;Region oder Bundesland
BT-X-83-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:URIUniversalCommunication;Details zur elektronischen Adresse
BT-X-83;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:URIUniversalCommunication/ram:URIID;Elektronische Adresse
BT-X-83-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemeID;Kennung des Schemas
BT-X-84-00;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:SpecifiedTaxRegistration;Detailinformationen zu Steuerangaben des Endempfängers
BT-X-84;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID;Umsatzsteueridentnummer
BT-X-84-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:SpecifiedTaxRegistration/ram:ID/@schemelD;Art der Steuernummer
BT-X-83-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:URIUniversalCommunication/ram:URIID/@schemelD;Kennung des Schemas
BG-X-11;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:DefinedTradeContact;Detailinformationen zum Ansprechpartner des Endempfängers
BG-X-12;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:UltimateShipToTradeParty/ram:PostalTradeAddress;Detailinformationen zur Anschrift des Endempfängers
BG-X-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct;Ein enthaltenes Produkt, auf das in diesem Handelsprodukt verwiesen wird.
BT-X-308;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:ID;ID des enthaltenen referenzierten Produkts
BT-X-15;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:GloballD;Globale ID des enthaltenen referenzierten Produkts
BT-X-15-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:GlobalID/@schemeID;Kennung des Schemas
BT-X-16;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:SellerAssignedID;Vom Verkäufer vergebene ID des enthaltenen referenzierten Produkts
BT-X-17;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:BuyerAssignedID;Vom Käufer vergebene ID des enthaltenen referenzierten Produkts
BT-X-309;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:IndustryAssignedID;Von der Industrie vergebene ID des enthaltenen referenzierten Produkts
BT-X-18;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:Name;Name des enthaltenen referenzierten Produkts
BT-X-19;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:Description;Beschreibung des eingeschlossenen referenzierten Produkts
BT-X-20;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:UnitQuantity;Menge des enthaltenen referenzierten Produkts
BT-X-20-1;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedTradeProduct/ram:IncludedReferencedProduct/ram:UnitQuantity/@unitCode;Maßeinheit
BT-X-299-00;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]";Preisbezogene Zuschläge
BT-X-299-01;"/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeAgreement/ram:GrossPriceProductTradePrice/ram:AppliedTradeAllowanceCharge[ram:ChargeIndicator/udt:Indicator=""true""]/ram:ChargeIndicator";Indikator für Preiszuschlag
BT-129;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity;In Rechnung gestellte Menge
BT-130;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:BilledQuantity/@unitCode;Code der Maßeinheit der in Rechnung gestellten Menge
BT-X-46;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ChargeFreeQuantity;Menge, ohne Berechnung
BT-X-46-0;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:ChargeFreeQuantity/@unitCode;Code der Maßeinheit
BT-X-47;/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:SpecifiedLineTradeDelivery/ram:PackageQuantity;Anzahl Packstücke
